step,nodes,merges_this_step,cumulative_merges,u,mean_mass
1982,41414,21,56146,0.9978318049335324,2.355725117110156
1983,41393,21,56167,0.9982050188384162,2.3569202522165584
1984,41372,21,56188,0.9985782327432999,2.3581166005994394
1985,41351,21,56209,0.9989514466481837,2.3593141641072766
1986,41330,21,56230,0.9993246605530675,2.3605129445923057
1987,41316,14,56244,0.99957346982299,2.3613128085971535
1988,41308,8,56252,0.99971564654866,2.361770117168587
1989,41303,5,56257,0.9998045070022037,2.3620560249860785
1990,41298,5,56262,0.9998933674557475,2.362342002033997
1991,41294,4,56266,0.9999644558185825,2.362570833535138
1992,41293,1,56267,0.9999822279092913,2.3626280483374904
1993,41292,1,56268,1.0,2.362685265911072
